Crop,Soil_pH,Organic_Matter_Percent,N_Content_mgkg,P_Content_mgkg,K_Content_mgkg,Rainfall_mm,Temperature_C,Yield_Tons_per_ha,Fertilizer_Recommendation
Corn,6.97,3.39,104.9,39.0,195.2,638.8,26.7,6.75,No fertilizer needed
Wheat,5.94,2.59,116.4,41.9,122.9,690.0,18.3,4.48,Need K fertilizer
Corn,6.01,2.68,115.3,49.1,162.1,679.9,20.3,6.26,No fertilizer needed
Rice,5.98,4.16,154.6,39.0,165.1,774.4,26.4,4.83,No fertilizer needed
Corn,6.45,2.36,108.7,44.1,157.4,605.3,24.8,6.45,No fertilizer needed
Rice,6.32,3.49,132.9,47.3,166.5,1064.4,22.1,4.86,No fertilizer needed
Wheat,6.42,2.46,101.9,47.8,171.1,639.3,17.8,4.47,No fertilizer needed
Corn,6.64,3.53,118.4,56.0,241.6,615.9,24.5,6.24,No fertilizer needed
Wheat,5.7,3.42,120.5,32.7,209.8,530.5,16.4,4.41,No fertilizer needed
Wheat,6.65,3.05,108.6,37.8,199.4,599.3,21.9,4.5,No fertilizer needed
Corn,6.59,2.47,101.8,34.2,160.3,639.8,24.2,6.63,No fertilizer needed
Corn,7.17,2.52,145.5,56.5,149.5,758.1,26.0,6.19,No fertilizer needed
Rice,6.42,2.6,108.2,37.7,163.5,958.6,25.4,5.01,No fertilizer needed
Corn,6.61,1.96,94.4,33.5,160.8,726.9,23.3,6.27,No fertilizer needed
Wheat,6.37,3.0,119.5,37.4,202.5,604.1,16.4,4.33,No fertilizer needed
Corn,6.69,2.05,68.2,42.3,163.8,706.9,16.9,6.22,Need N fertilizer
Rice,5.72,4.08,146.2,19.7,186.2,957.7,24.7,4.71,No fertilizer needed
Corn,6.55,2.71,117.9,36.8,128.7,763.3,24.2,6.39,No fertilizer needed
Wheat,7.32,3.12,132.1,24.1,268.1,508.7,18.5,4.12,No fertilizer needed
Rice,5.69,2.95,76.3,25.4,212.2,781.3,24.1,4.64,Need N fertilizer
Wheat,5.96,2.34,84.4,33.3,175.3,543.0,18.8,4.45,No fertilizer needed
Soybeans,6.59,3.55,83.5,52.5,143.1,572.1,22.9,3.05,No fertilizer needed
Rice,6.76,3.23,113.3,26.9,89.1,838.4,26.0,4.83,Need K fertilizer
Wheat,5.99,2.04,138.0,33.7,226.2,563.7,16.8,4.38,No fertilizer needed
Corn,6.36,3.01,135.0,37.1,167.9,767.1,24.7,6.79,No fertilizer needed
Rice,7.2,4.37,120.1,12.6,132.5,918.1,25.5,4.89,Need P fertilizer
Soybeans,6.44,4.95,82.9,73.6,151.8,607.3,23.0,3.04,No fertilizer needed
Soybeans,7.34,3.48,64.2,36.9,195.3,541.2,24.3,3.07,No fertilizer needed
Corn,6.96,2.86,125.1,31.8,209.2,649.3,20.8,6.5,No fertilizer needed
Soybeans,6.88,4.04,46.0,36.2,154.0,549.3,23.3,3.1,No fertilizer needed
Corn,6.41,3.59,138.7,42.1,140.1,514.7,22.7,6.44,No fertilizer needed
Corn,5.62,3.23,103.9,38.1,215.5,833.9,26.8,6.43,No fertilizer needed
Soybeans,6.99,4.3,77.5,30.1,242.0,396.4,22.8,3.05,Need P fertilizer
Wheat,6.19,4.19,94.6,66.4,179.8,623.5,16.7,4.12,No fertilizer needed
Wheat,6.7,2.8,83.6,39.2,171.1,660.9,17.1,4.69,No fertilizer needed
Rice,5.65,3.15,83.4,39.1,200.7,903.6,28.8,4.95,No fertilizer needed
Rice,6.26,2.94,113.9,22.0,241.0,1080.8,24.6,4.82,No fertilizer needed
Wheat,6.75,4.13,137.5,32.3,286.4,515.9,19.0,4.32,No fertilizer needed
Wheat,6.44,2.43,88.8,42.3,220.2,756.3,14.9,4.51,No fertilizer needed
Wheat,6.82,4.01,105.8,45.0,194.4,747.6,19.4,4.36,No fertilizer needed
Wheat,6.18,2.5,145.7,33.7,242.7,618.3,17.8,4.43,No fertilizer needed
Corn,5.87,2.18,132.4,45.3,172.7,701.1,22.3,6.29,No fertilizer needed
Corn,6.7,3.41,137.4,55.9,147.1,811.5,25.7,6.55,No fertilizer needed
Soybeans,7.1,3.49,87.4,28.3,263.2,591.3,20.6,3.18,Need P fertilizer
Wheat,6.7,1.78,113.4,36.1,217.7,543.5,16.0,4.15,No fertilizer needed
Soybeans,6.37,5.5,54.3,71.0,244.1,758.1,21.1,3.08,No fertilizer needed
Soybeans,6.93,4.93,77.5,46.1,158.5,481.6,21.4,3.24,No fertilizer needed
Soybeans,6.32,4.72,84.3,38.3,210.9,602.6,23.9,3.33,No fertilizer needed
Wheat,6.17,3.62,74.8,56.1,222.4,579.2,20.9,4.27,No fertilizer needed
Corn,6.87,3.94,132.4,29.8,238.0,601.6,22.7,6.55,No fertilizer needed
Soybeans,7.18,3.86,92.5,52.5,182.7,560.2,20.9,3.32,No fertilizer needed
Wheat,6.05,2.55,59.6,36.2,166.4,645.9,20.4,4.52,Need N fertilizer
Corn,6.24,2.88,93.4,32.3,123.1,899.1,23.9,6.02,No fertilizer needed
Soybeans,6.75,4.44,88.2,48.3,169.4,659.5,24.3,3.33,No fertilizer needed
Wheat,7.59,3.41,111.7,9.0,285.5,647.9,18.6,4.13,Need P fertilizer
Soybeans,6.71,3.99,74.2,37.5,166.1,632.6,23.0,3.08,No fertilizer needed
Corn,7.05,2.23,99.6,38.7,184.3,693.7,22.3,6.46,No fertilizer needed
Soybeans,6.74,4.27,66.0,36.9,133.8,473.1,25.0,3.28,No fertilizer needed
Corn,6.54,2.4,119.9,43.8,247.2,673.7,23.1,6.54,No fertilizer needed
Corn,5.96,3.57,122.3,44.3,268.1,729.4,19.3,6.14,No fertilizer needed
Wheat,6.72,3.47,72.9,49.4,271.6,592.3,22.1,4.36,No fertilizer needed
Wheat,5.96,4.07,64.6,39.5,170.9,652.2,18.8,4.55,Need N fertilizer
Corn,6.18,2.76,122.6,45.5,251.9,848.1,23.5,6.67,No fertilizer needed
Corn,6.54,1.85,125.7,34.6,164.0,708.7,26.0,6.1,No fertilizer needed
Rice,6.3,4.56,131.0,48.4,188.1,768.0,25.8,5.0,No fertilizer needed
Corn,6.59,2.88,129.0,46.1,216.5,769.6,23.6,6.52,No fertilizer needed
Rice,6.65,4.81,124.7,20.1,143.5,961.8,25.1,4.79,No fertilizer needed
Soybeans,6.44,3.62,51.4,37.2,158.7,428.8,22.8,3.23,No fertilizer needed
Soybeans,6.8,3.4,118.2,61.8,177.0,552.3,21.6,2.9,No fertilizer needed
Corn,7.14,2.54,117.1,39.1,150.6,698.0,21.7,6.67,No fertilizer needed
Soybeans,7.29,4.51,42.8,55.6,253.0,707.7,22.3,3.19,Need N fertilizer
Wheat,6.67,5.16,105.8,43.2,177.5,689.6,18.6,4.19,No fertilizer needed
Wheat,6.26,5.01,141.9,16.4,149.6,662.8,18.6,3.95,Need P fertilizer
Rice,6.04,3.51,120.2,52.6,178.8,825.3,24.3,4.94,No fertilizer needed
Soybeans,6.29,4.19,77.9,40.8,219.0,568.1,24.3,3.13,No fertilizer needed
Rice,6.28,3.25,141.8,31.6,176.5,883.7,23.8,5.06,No fertilizer needed
Corn,6.37,2.33,130.5,34.0,176.3,725.3,18.4,6.26,No fertilizer needed
Soybeans,6.39,4.21,91.6,32.6,221.3,628.0,20.6,3.2,No fertilizer needed
Wheat,6.37,3.32,113.1,29.3,179.2,492.4,16.6,4.39,No fertilizer needed
Soybeans,6.97,3.86,99.5,44.9,228.1,708.0,24.4,3.28,No fertilizer needed
Wheat,6.35,3.06,59.9,52.6,198.5,750.4,21.5,4.33,Need N fertilizer
Corn,6.0,3.4,96.4,30.4,216.0,635.5,23.7,6.37,No fertilizer needed
Corn,6.17,2.54,76.4,33.6,182.4,691.0,23.1,6.34,Need N fertilizer
Wheat,6.72,3.68,115.8,24.1,229.4,601.6,16.6,4.64,No fertilizer needed
Rice,5.6,3.23,98.0,19.9,189.3,962.2,25.7,4.94,No fertilizer needed
Soybeans,6.76,5.14,89.9,46.7,204.1,513.7,22.1,3.13,No fertilizer needed
Rice,6.75,3.38,113.5,19.1,168.2,906.6,25.0,5.05,No fertilizer needed
Wheat,5.45,3.61,126.3,27.8,280.2,560.1,17.4,4.35,No fertilizer needed
Soybeans,7.22,4.42,29.8,67.7,199.2,544.6,20.7,2.84,Need N fertilizer
Rice,6.79,3.37,117.1,58.3,174.3,882.7,27.7,4.62,No fertilizer needed
Soybeans,6.78,3.42,63.4,51.3,185.2,558.6,17.5,3.26,No fertilizer needed
Rice,5.95,4.8,141.5,33.1,216.0,917.3,26.7,4.84,No fertilizer needed
Rice,6.15,3.5,92.4,47.8,180.4,846.8,20.6,4.96,No fertilizer needed
Wheat,6.08,2.76,78.7,43.9,233.7,583.8,22.1,4.55,No fertilizer needed
Corn,5.95,3.04,87.2,65.6,130.1,692.8,17.7,5.93,Need N fertilizer
Wheat,7.34,2.54,90.4,30.9,152.9,708.4,17.5,4.45,No fertilizer needed
Rice,5.56,3.51,99.1,28.8,159.9,966.4,26.4,4.77,No fertilizer needed
Soybeans,5.76,3.98,102.8,38.6,232.2,636.7,24.0,2.96,No fertilizer needed
Soybeans,6.58,6.16,62.4,52.1,211.9,551.0,26.7,3.08,No fertilizer needed
Soybeans,6.14,5.58,70.5,34.8,225.3,560.2,22.8,3.29,No fertilizer needed
Corn,6.88,2.38,146.2,54.7,178.0,550.1,23.7,6.48,No fertilizer needed
Soybeans,6.55,3.04,62.8,48.8,158.3,426.6,22.6,3.25,No fertilizer needed
Soybeans,6.66,5.59,48.6,49.0,188.3,551.9,20.6,3.26,No fertilizer needed
Corn,6.17,3.24,118.3,36.8,208.7,561.5,21.6,6.46,No fertilizer needed
Wheat,6.39,2.79,124.9,34.3,292.4,650.4,20.8,4.24,No fertilizer needed
Corn,6.69,2.79,182.8,26.5,188.2,640.8,22.7,6.26,Need P fertilizer
Rice,5.34,2.5,152.4,24.1,145.4,903.4,24.3,4.84,No fertilizer needed
Soybeans,6.68,4.79,69.1,48.4,209.5,589.3,22.0,3.27,No fertilizer needed
Wheat,5.92,2.38,85.8,61.0,141.2,636.9,14.2,4.22,No fertilizer needed
Soybeans,7.29,4.83,117.0,50.4,205.5,625.5,23.3,3.2,No fertilizer needed
Soybeans,6.72,3.91,59.0,50.0,158.5,648.0,22.8,3.09,No fertilizer needed
Corn,6.65,3.58,83.0,41.9,178.2,743.2,20.7,6.07,Need N fertilizer
Rice,6.19,3.95,108.3,23.6,178.4,902.9,24.0,5.07,No fertilizer needed
Wheat,6.62,4.03,81.6,47.6,178.6,595.0,18.7,4.66,No fertilizer needed
Wheat,6.18,2.76,90.2,35.3,194.0,634.5,22.0,4.33,No fertilizer needed
Corn,5.46,3.54,111.7,35.2,149.4,797.5,20.7,6.72,No fertilizer needed
Wheat,6.99,2.67,75.9,28.1,168.8,644.9,18.6,4.48,No fertilizer needed
Wheat,6.38,4.13,172.7,34.4,170.4,762.2,22.1,4.31,No fertilizer needed
Corn,6.46,1.85,137.7,54.0,185.3,706.9,20.0,6.15,No fertilizer needed
Wheat,7.46,2.66,65.8,33.8,188.8,712.6,19.6,4.49,Need N fertilizer
Soybeans,6.04,4.28,84.8,45.4,141.8,623.3,21.1,3.17,No fertilizer needed
Soybeans,6.41,3.45,46.8,38.9,153.9,546.1,22.8,3.24,No fertilizer needed
Corn,7.09,2.78,81.7,49.3,164.4,709.3,20.2,6.44,Need N fertilizer
Rice,4.93,3.0,94.9,30.3,158.3,871.8,23.8,4.86,No fertilizer needed
Soybeans,6.11,3.61,15.7,44.9,254.8,599.4,19.1,3.03,Need N fertilizer
Soybeans,6.81,3.94,110.9,46.4,189.2,516.8,24.6,2.98,No fertilizer needed
Wheat,7.13,3.4,113.6,45.1,162.4,596.1,17.3,4.52,No fertilizer needed
Corn,6.31,3.4,124.9,30.8,139.3,774.5,20.4,6.35,No fertilizer needed
Soybeans,6.61,4.47,111.2,40.8,176.0,639.7,23.6,3.01,No fertilizer needed
Soybeans,6.32,3.97,42.3,26.4,208.5,545.0,19.0,2.87,Need N-P complex fertilizer
Rice,5.67,3.37,69.0,45.2,183.0,886.6,23.9,4.88,Need N fertilizer
Wheat,5.73,4.34,128.7,40.2,122.2,589.5,19.3,4.06,Need K fertilizer
Soybeans,7.59,4.86,87.5,28.9,142.8,560.5,17.2,2.91,Need P fertilizer
Corn,5.82,1.75,113.7,34.3,224.6,551.6,23.1,6.46,No fertilizer needed
Rice,6.11,3.3,133.7,12.7,182.5,915.1,26.3,4.81,Need P fertilizer
Wheat,6.95,3.71,102.2,21.5,123.2,608.7,18.6,4.46,Need K-P complex fertilizer
Rice,6.47,3.09,113.6,3.0,156.6,898.7,26.7,4.6,Need P fertilizer
Soybeans,6.29,5.86,81.7,60.8,258.4,684.4,19.4,3.08,No fertilizer needed
Rice,6.22,3.92,143.5,38.4,177.7,822.5,25.9,5.14,No fertilizer needed
Wheat,7.09,2.08,92.8,47.3,199.8,638.7,17.4,4.45,No fertilizer needed
Wheat,5.9,3.15,104.5,43.0,178.2,579.3,17.3,4.44,No fertilizer needed
Wheat,6.37,4.28,116.5,52.2,247.1,752.6,16.2,4.31,No fertilizer needed
Wheat,6.4,3.56,98.0,39.8,191.6,592.8,16.4,4.39,No fertilizer needed
Wheat,6.52,3.85,100.3,27.6,211.3,638.3,18.6,4.67,No fertilizer needed
Corn,6.64,3.46,136.1,57.0,117.0,785.8,24.2,6.28,Need K fertilizer
Rice,5.97,4.1,123.7,32.6,214.3,871.5,25.7,5.16,No fertilizer needed
Corn,6.75,3.16,138.0,40.7,196.3,773.9,21.4,6.69,No fertilizer needed
Corn,6.95,3.19,103.2,25.9,207.4,673.9,26.4,6.58,Need P fertilizer
Soybeans,7.06,4.15,112.4,36.5,258.4,530.4,21.1,3.01,No fertilizer needed
Corn,5.12,2.11,130.8,32.8,154.1,679.0,20.2,6.36,No fertilizer needed
Corn,6.46,3.26,91.2,53.2,197.9,735.3,23.0,6.16,No fertilizer needed
Wheat,5.23,4.31,91.5,6.9,183.6,652.1,19.6,4.32,Need P fertilizer
Soybeans,6.26,4.05,75.6,53.5,181.2,572.1,26.4,3.32,No fertilizer needed
Rice,5.83,3.45,73.7,43.6,171.0,966.1,27.4,4.95,Need N fertilizer
Wheat,7.06,4.09,129.3,16.9,286.2,674.8,17.2,3.97,Need P fertilizer
Wheat,6.92,2.88,83.0,44.4,171.3,650.5,21.5,4.62,No fertilizer needed
Soybeans,6.6,3.66,42.8,51.4,194.0,582.6,21.0,3.18,Need N fertilizer
Rice,5.25,4.81,101.6,33.8,132.8,816.2,27.9,5.08,No fertilizer needed
Wheat,5.84,2.98,69.9,55.1,224.2,610.1,16.6,4.07,Need N fertilizer
Soybeans,6.6,3.98,42.9,23.1,205.4,596.2,20.6,3.01,Need N-P complex fertilizer
Corn,6.38,1.91,108.3,46.6,222.3,711.9,23.3,6.41,No fertilizer needed
Corn,6.51,2.8,134.7,38.7,226.3,614.8,21.9,6.58,No fertilizer needed
Rice,6.94,4.02,111.5,17.8,143.5,922.6,25.0,4.74,Need P fertilizer
Rice,6.63,3.69,142.9,24.8,85.8,999.7,26.5,4.56,Need K fertilizer
Corn,5.87,2.32,133.0,28.9,177.4,646.2,24.5,6.39,No fertilizer needed
Soybeans,6.49,3.96,51.6,49.9,194.9,601.4,19.6,3.07,No fertilizer needed
Wheat,5.9,4.12,146.0,41.4,217.1,666.6,18.1,4.18,No fertilizer needed
Wheat,6.4,3.73,126.8,47.3,157.1,651.9,16.5,4.43,No fertilizer needed
Rice,5.88,2.49,88.8,42.9,193.9,842.7,26.5,4.6,No fertilizer needed
Wheat,6.74,3.79,135.5,43.2,202.9,666.6,18.6,4.37,No fertilizer needed
Rice,6.31,3.35,111.5,13.0,154.6,983.1,24.5,4.81,Need P fertilizer
Soybeans,6.09,4.45,79.9,37.2,226.4,648.5,21.1,3.22,No fertilizer needed
Soybeans,6.26,4.35,70.4,61.3,242.3,602.6,20.5,3.27,No fertilizer needed
Wheat,6.38,2.39,57.2,40.5,235.4,606.0,21.5,4.25,Need N fertilizer
Corn,6.77,2.15,106.6,53.2,146.6,705.9,24.4,6.63,No fertilizer needed
Soybeans,6.46,4.12,74.1,51.8,132.2,666.2,22.9,3.06,No fertilizer needed
Wheat,6.77,3.11,113.6,32.6,176.4,619.9,19.9,4.56,No fertilizer needed
Soybeans,6.77,3.12,96.2,41.5,220.5,688.4,21.5,3.24,No fertilizer needed
Soybeans,6.05,4.76,77.3,36.4,179.9,615.2,20.7,3.26,No fertilizer needed
Soybeans,6.4,5.03,68.7,61.0,261.7,568.4,23.9,3.24,No fertilizer needed
Soybeans,6.08,4.12,103.6,44.3,209.2,654.4,24.4,3.14,No fertilizer needed
Corn,6.76,2.57,114.0,40.8,135.8,630.9,24.6,6.68,No fertilizer needed
Rice,6.14,2.82,73.2,33.6,153.7,961.6,26.0,4.62,Need N fertilizer
Rice,5.55,3.88,101.8,36.5,148.8,874.4,23.0,5.19,No fertilizer needed
Wheat,5.9,2.24,105.1,36.5,191.2,823.1,20.4,4.39,No fertilizer needed
Wheat,6.53,2.57,86.8,31.3,183.9,716.5,20.4,4.6,No fertilizer needed
Soybeans,6.74,4.24,76.1,31.9,146.5,521.3,23.1,3.1,No fertilizer needed
Rice,5.78,3.92,107.2,35.6,148.5,904.4,26.6,4.85,No fertilizer needed
Corn,6.03,2.23,166.2,30.6,122.9,606.3,23.3,6.51,No fertilizer needed
Soybeans,6.62,4.5,80.9,51.1,167.3,747.8,21.3,3.28,No fertilizer needed
Rice,5.76,3.76,86.6,22.4,159.8,928.5,25.4,4.83,No fertilizer needed
Wheat,6.67,3.58,130.1,47.2,191.9,670.4,18.2,4.43,No fertilizer needed
Corn,5.69,3.35,111.1,39.2,207.2,770.4,23.3,6.2,No fertilizer needed
Corn,6.11,2.83,138.1,36.4,162.8,732.6,21.1,6.48,No fertilizer needed
Corn,6.71,3.08,95.4,49.3,171.8,786.9,25.7,6.28,No fertilizer needed
Wheat,6.15,3.22,130.7,45.5,188.3,760.5,19.1,4.18,No fertilizer needed
Rice,6.59,3.3,158.0,23.8,159.6,838.1,28.1,4.61,No fertilizer needed
Rice,6.41,3.94,150.2,29.4,176.4,955.7,24.6,4.9,No fertilizer needed
Corn,6.56,2.88,141.4,21.5,150.0,636.5,24.2,6.44,Need P fertilizer
Soybeans,6.77,3.81,41.9,56.2,212.8,549.8,23.5,3.2,Need N fertilizer
Wheat,6.21,2.6,93.8,46.5,201.1,621.0,18.2,4.31,No fertilizer needed
Rice,5.99,3.19,131.0,54.5,152.3,828.1,25.4,4.89,No fertilizer needed
Rice,5.7,3.29,133.8,18.2,168.8,1104.1,24.6,5.05,No fertilizer needed
Rice,5.79,3.23,97.6,20.3,187.7,771.3,24.1,5.18,No fertilizer needed
Rice,5.75,4.97,76.2,24.3,186.3,991.6,23.5,4.7,Need N fertilizer
Wheat,5.89,3.59,111.8,60.6,237.2,541.3,18.2,4.26,No fertilizer needed
Corn,6.24,2.78,132.5,40.7,123.3,715.7,24.6,6.39,No fertilizer needed
Corn,5.85,2.42,100.5,33.7,181.6,664.3,24.4,6.62,No fertilizer needed
Rice,5.79,3.59,92.9,15.4,241.1,950.5,25.8,4.84,Need P fertilizer
Corn,6.77,3.24,116.7,41.4,199.7,706.7,19.2,6.44,No fertilizer needed
Rice,6.25,3.33,115.6,40.8,131.1,912.4,25.3,5.11,No fertilizer needed
Rice,6.45,3.3,68.5,31.0,213.6,961.8,25.0,4.92,Need N fertilizer
Corn,6.65,2.88,105.5,44.6,206.6,740.5,20.5,6.59,No fertilizer needed
Rice,5.42,4.04,127.7,18.5,220.6,874.9,27.1,5.0,No fertilizer needed
Corn,7.01,3.21,115.2,31.2,202.8,686.4,22.4,6.6,No fertilizer needed
Corn,6.56,3.26,103.5,42.8,237.7,708.8,22.2,6.39,No fertilizer needed
Soybeans,7.52,3.66,77.2,36.4,242.7,652.7,22.8,3.25,No fertilizer needed
Wheat,5.43,3.32,103.4,44.4,160.8,696.0,20.1,4.38,No fertilizer needed
Corn,6.58,2.37,101.9,32.6,171.3,943.2,21.1,6.23,No fertilizer needed
Rice,6.83,3.81,116.2,26.7,201.9,908.9,26.5,4.73,No fertilizer needed
Rice,6.35,3.45,123.9,36.4,117.1,1022.1,26.9,4.85,No fertilizer needed
Corn,6.73,2.88,117.4,28.0,155.7,683.1,20.6,6.22,No fertilizer needed
Rice,5.69,3.92,106.7,42.4,196.5,726.3,24.8,5.11,No fertilizer needed
Soybeans,6.25,4.65,88.1,37.4,186.9,593.1,20.2,3.25,No fertilizer needed
Soybeans,6.47,5.14,68.0,47.3,170.2,665.1,21.9,3.2,No fertilizer needed
Wheat,6.33,2.2,107.3,32.1,131.1,713.6,19.2,4.51,Need K fertilizer
Rice,5.63,2.38,154.2,20.7,166.3,786.2,26.6,4.66,No fertilizer needed
Soybeans,6.98,4.61,98.2,49.6,158.5,636.0,22.1,3.23,No fertilizer needed
Corn,7.51,2.94,94.3,47.2,135.6,597.1,22.8,6.25,No fertilizer needed
Soybeans,6.88,3.86,77.2,46.3,211.1,489.0,21.1,3.21,No fertilizer needed
Soybeans,5.68,3.86,93.1,48.7,161.7,672.6,18.6,3.16,No fertilizer needed
Rice,4.66,2.72,118.2,21.5,113.7,871.1,26.7,4.56,No fertilizer needed
Corn,6.16,2.77,151.8,49.6,193.6,606.6,21.1,6.68,No fertilizer needed
Wheat,5.89,3.0,90.0,30.5,177.2,587.8,16.3,4.41,No fertilizer needed
Rice,5.85,4.32,127.3,30.2,172.0,910.4,26.3,5.01,No fertilizer needed
Wheat,6.69,3.33,102.2,30.5,205.2,596.6,20.4,4.29,No fertilizer needed
Wheat,7.17,3.9,112.5,38.4,228.1,608.6,19.0,4.35,No fertilizer needed
Wheat,6.34,2.92,73.8,35.2,189.9,618.8,19.4,4.49,No fertilizer needed
Soybeans,5.71,4.77,86.0,49.6,182.0,574.9,22.2,3.23,No fertilizer needed
Wheat,5.86,4.87,108.8,48.3,222.8,557.6,20.3,4.34,No fertilizer needed
Corn,7.33,2.48,92.2,46.4,172.0,678.0,23.3,6.12,No fertilizer needed
Corn,6.02,2.28,139.2,36.4,200.2,712.1,27.0,6.49,No fertilizer needed
Wheat,7.08,2.28,89.4,36.0,211.2,666.7,16.0,4.31,No fertilizer needed
Corn,6.17,3.04,103.5,38.7,188.0,795.7,20.4,6.42,No fertilizer needed
Wheat,6.22,3.63,98.6,32.5,133.9,577.9,18.0,4.56,Need K fertilizer
Rice,6.23,4.4,113.0,27.6,196.1,918.0,25.4,4.81,No fertilizer needed
Rice,6.14,4.51,92.9,42.1,123.3,801.1,25.7,5.15,No fertilizer needed
Corn,6.46,1.46,122.5,31.9,185.4,655.2,19.2,6.46,No fertilizer needed
Soybeans,6.64,4.6,55.0,51.1,228.1,554.9,21.0,3.19,No fertilizer needed
Wheat,5.62,3.1,97.5,17.2,109.3,651.1,19.8,4.08,Need K-P complex fertilizer
Wheat,7.61,3.28,87.8,30.5,207.1,668.3,17.3,4.24,No fertilizer needed
Rice,6.51,2.83,110.0,29.3,177.5,924.8,27.1,4.85,No fertilizer needed
Wheat,6.34,3.6,101.1,19.4,200.6,673.0,19.2,4.55,Need P fertilizer
Rice,6.42,3.52,152.6,29.8,131.4,905.2,21.8,5.09,No fertilizer needed
Wheat,6.92,3.32,62.2,40.0,254.3,532.6,14.3,4.22,Need N fertilizer
Rice,6.74,3.85,135.2,13.5,193.9,934.8,26.8,4.49,Need P fertilizer
Wheat,6.44,3.62,80.9,45.7,226.6,725.8,17.4,4.29,No fertilizer needed
Wheat,6.95,2.75,104.6,30.9,180.0,763.6,15.8,4.62,No fertilizer needed
Rice,5.65,3.99,120.2,36.6,189.1,890.7,25.2,5.06,No fertilizer needed
Corn,6.77,2.56,107.0,51.5,142.0,890.9,21.5,6.69,No fertilizer needed
Wheat,7.0,2.56,61.9,50.2,155.1,612.0,18.0,4.44,Need N fertilizer
Rice,5.86,4.19,132.6,34.7,169.3,750.8,24.4,5.19,No fertilizer needed
Rice,5.8,3.46,140.5,25.5,187.4,898.6,26.0,4.78,No fertilizer needed
Corn,6.69,2.72,121.6,30.1,219.4,750.3,23.7,6.52,No fertilizer needed
Soybeans,6.71,3.13,51.6,80.2,235.5,433.4,22.9,2.95,No fertilizer needed
Rice,5.49,3.59,103.7,22.9,145.4,908.4,25.5,4.81,No fertilizer needed
Rice,5.85,4.55,88.5,38.8,133.1,984.6,27.7,4.91,No fertilizer needed
Wheat,6.28,4.25,109.4,27.8,227.1,718.6,20.9,4.49,No fertilizer needed
Rice,5.95,3.6,109.9,27.1,207.1,895.5,24.4,5.16,No fertilizer needed
Soybeans,6.56,3.88,58.8,64.5,182.8,464.3,23.2,3.19,No fertilizer needed
Corn,7.03,2.01,84.3,50.4,200.0,517.8,20.1,6.2,Need N fertilizer
Wheat,6.63,2.72,95.4,17.0,190.0,653.8,17.1,4.11,Need P fertilizer
Rice,6.71,3.65,86.8,34.4,181.8,788.6,22.0,4.77,No fertilizer needed
Wheat,6.78,3.64,60.0,51.9,212.9,645.3,18.7,4.44,Need N fertilizer
Wheat,6.18,3.09,126.7,48.1,136.7,721.5,18.4,4.26,No fertilizer needed
Rice,5.42,3.09,89.0,20.4,188.1,933.3,20.2,4.94,No fertilizer needed
Wheat,6.61,3.74,126.4,21.1,231.9,616.3,16.5,4.48,Need P fertilizer
Wheat,6.96,2.68,197.2,40.1,160.0,691.8,17.7,4.49,No fertilizer needed
Wheat,6.52,4.26,107.8,15.9,275.3,641.0,17.6,4.17,Need P fertilizer
Wheat,6.27,2.09,108.6,44.5,216.5,699.7,12.3,4.36,No fertilizer needed
Corn,5.71,2.86,135.4,52.8,147.7,811.4,19.3,6.19,No fertilizer needed
Corn,6.43,2.23,98.9,18.0,212.5,708.7,22.9,6.02,Need P fertilizer
Wheat,6.57,3.38,98.9,40.3,136.1,615.5,14.1,4.6,No fertilizer needed
Soybeans,7.58,3.79,96.5,57.0,269.3,588.6,21.6,2.91,No fertilizer needed
Soybeans,6.9,4.52,70.6,29.4,231.2,451.9,19.0,3.03,Need P fertilizer
Soybeans,6.12,4.35,94.2,40.1,196.3,526.0,19.7,3.28,No fertilizer needed
Soybeans,6.87,3.58,60.6,50.3,177.7,548.1,23.5,3.3,No fertilizer needed
Soybeans,6.35,4.77,68.6,35.5,210.4,670.1,21.5,3.21,No fertilizer needed
Soybeans,6.13,4.7,51.2,50.6,272.6,597.9,21.0,3.24,No fertilizer needed
Corn,7.77,4.86,147.2,39.8,125.8,770.3,20.7,6.13,No fertilizer needed
Soybeans,5.95,3.65,89.1,64.3,150.2,521.5,19.6,3.11,No fertilizer needed
Rice,5.76,3.49,124.1,41.7,144.1,945.5,25.2,5.1,No fertilizer needed
Corn,6.51,3.0,134.6,49.9,181.9,799.1,22.1,6.32,No fertilizer needed
Rice,6.34,3.07,100.1,34.0,164.5,813.5,22.6,4.91,No fertilizer needed
Rice,5.61,3.56,107.3,30.1,144.6,822.7,23.9,5.13,No fertilizer needed
Soybeans,6.74,3.36,85.5,47.1,137.9,636.6,21.1,3.08,No fertilizer needed
Wheat,7.01,2.45,135.3,49.8,247.0,671.6,19.1,4.16,No fertilizer needed
Corn,6.05,1.72,112.0,28.1,201.8,676.9,26.3,6.45,No fertilizer needed
Soybeans,6.98,3.58,74.5,23.6,164.7,648.7,17.9,3.19,Need P fertilizer
Rice,5.0,3.38,137.0,42.6,267.0,876.7,24.7,4.62,No fertilizer needed
Rice,6.37,3.96,129.3,53.3,126.6,848.5,24.3,4.95,No fertilizer needed
Soybeans,6.6,5.08,43.7,71.3,184.8,483.2,23.9,2.96,Need N fertilizer
Corn,6.22,2.12,165.0,41.3,221.9,771.8,22.5,6.09,No fertilizer needed
